series,holiday,weekday,speed,predict_speed
1336,0,1,30.41,30.11
1338,0,1,30.11,30.2
1340,0,1,30.2,29.78
1342,0,1,29.78,29.35
1344,0,1,29.35,28.75
1346,0,1,28.75,28.11
1348,0,1,28.11,27.32
1350,0,1,27.32,26.57
1352,0,1,26.57,25.73
1354,0,1,25.73,25.22
1356,0,1,25.22,24.97
1358,0,1,24.97,25.18
1400,0,1,25.18,25.13
1402,0,1,25.13,25.46
1404,0,1,25.46,25.71
1406,0,1,25.71,26.24
1408,0,1,26.24,26.57
1410,0,1,26.57,26.59
1412,0,1,26.59,26.39
1414,0,1,26.39,26.06
1416,0,1,26.06,25.54
1418,0,1,25.54,25.46
1420,0,1,25.46,25.49
1422,0,1,25.49,25.87
1424,0,1,25.87,26.14
1426,0,1,26.14,26.38
1428,0,1,26.38,26.79
1430,0,1,26.79,27.32
1432,0,1,27.32,27.88
1434,0,1,27.88,28.72
1436,0,1,28.72,29.96
1438,0,1,29.96,31.34
1440,0,1,31.34,32.68
1442,0,1,32.68,34.18
1444,0,1,34.18,35.49
1446,0,1,35.49,36.78
1448,0,1,36.78,37.92
1450,0,1,37.92,39.12
1452,0,1,39.12,40.23
1454,0,1,40.23,41.32
1456,0,1,41.32,43.06
1458,0,1,43.06,44.44
1500,0,1,44.44,45.9
1502,0,1,45.9,47.27
1504,0,1,47.27,48.53
1506,0,1,48.53,50.17
1508,0,1,50.17,51.79
1510,0,1,51.79,53.33
1512,0,1,53.33,54.87
1514,0,1,54.87,56.31
1516,0,1,56.31,57.21
1518,0,1,57.21,58.38
1520,0,1,58.38,59.4
1522,0,1,59.4,60
1524,0,1,60,60.49
1526,0,1,60.49,60.57
1528,0,1,60.57,60.56
1530,0,1,60.56,60.69
1532,0,1,60.69,60.73
1534,0,1,60.73,60.58
1536,0,1,60.58,60.61
1538,0,1,60.61,60.37
1540,0,1,60.37,60.13
1542,0,1,60.13,60.25
1544,0,1,60.25,60.12
1546,0,1,60.12,60.45
1548,0,1,60.45,60.38
1550,0,1,60.38,60.54
1552,0,1,60.54,60.53
1554,0,1,60.53,60.64
1556,0,1,60.64,60.84
1558,0,1,60.84,60.95
1600,0,1,60.95,61.23
1602,0,1,61.23,61.26
1604,0,1,61.26,61.28
1606,0,1,61.28,61.38
1608,0,1,61.38,61.82
1610,0,1,61.82,62.25
1612,0,1,62.25,62.59
1614,0,1,62.59,62.52
1616,0,1,62.52,62.75
1618,0,1,62.75,62.63
1620,0,1,62.63,62.54
1622,0,1,62.54,62.22
1624,0,1,62.22,62.06
1626,0,1,62.06,61.58
1628,0,1,61.58,61.17
1630,0,1,61.17,60.91
1632,0,1,60.91,60.39
1634,0,1,60.39,60.05
1636,0,1,60.05,59.39
1638,0,1,59.39,58.88
1640,0,1,58.88,58.24
1642,0,1,58.24,57.6
1644,0,1,57.6,56.75
1646,0,1,56.75,55.94
1648,0,1,55.94,54.9
1650,0,1,54.9,54.14
1652,0,1,54.14,53.35
1654,0,1,53.35,52.86
1656,0,1,52.86,52.48
1658,0,1,52.48,52.25
1700,0,1,52.25,52.19
1702,0,1,52.19,51.65
1704,0,1,51.65,51.04
1706,0,1,51.04,50
1708,0,1,50,48.76
1710,0,1,48.76,47.92
1712,0,1,47.92,46.89
1714,0,1,46.89,45.63
1716,0,1,45.63,44.65
1718,0,1,44.65,43.7
1720,0,1,43.7,43.16
1722,0,1,43.16,42.54
1724,0,1,42.54,42.11
1726,0,1,42.11,41.3
1728,0,1,41.3,40.6
1730,0,1,40.6,39.29
1732,0,1,39.29,38.02
1734,0,1,38.02,36.56
1736,0,1,36.56,35.14
1738,0,1,35.14,33.71
1740,0,1,33.71,32.7
1742,0,1,32.7,31.34
1744,0,1,31.34,29.72
1746,0,1,29.72,28.26
1748,0,1,28.26,26.99
1750,0,1,26.99,26.55
1752,0,1,26.55,25.91
1754,0,1,25.91,25.82
1756,0,1,25.82,25.57
1758,0,1,25.57,25.41
1800,0,1,25.41,25.26
1802,0,1,25.26,24.94
1804,0,1,24.94,24.71
1806,0,1,24.71,24.75
1808,0,1,24.75,24.74
1810,0,1,24.74,24.82
1812,0,1,24.82,24.89
1814,0,1,24.89,24.83
1816,0,1,24.83,24.76
1818,0,1,24.76,25.23
1820,0,1,25.23,25.3
1822,0,1,25.3,25.83
1824,0,1,25.83,26.22
1826,0,1,26.22,27.04
1828,0,1,27.04,28.11
1830,0,1,28.11,29.47
1832,0,1,29.47,30.98
1834,0,1,30.98,32.54
1836,0,1,32.54,34.18
1838,0,1,34.18,35.43
1840,0,1,35.43,36.94
1842,0,1,36.94,38.77
1844,0,1,38.77,40.92
1846,0,1,40.92,43.06
1848,0,1,43.06,45.24
1850,0,1,45.24,47.46
1852,0,1,47.46,49.53
1854,0,1,49.53,51.76
1856,0,1,51.76,53.51
1858,0,1,53.51,55.3
1900,0,1,55.3,56.91
1902,0,1,56.91,58.61
1904,0,1,58.61,59.71
1906,0,1,59.71,61.08
1908,0,1,61.08,62.12
1910,0,1,62.12,62.8
1912,0,1,62.8,63.27
1914,0,1,63.27,63.54
1916,0,1,63.54,63.61
1918,0,1,63.61,63.79
1920,0,1,63.79,63.82
1922,0,1,63.82,63.99
1924,0,1,63.99,64.17
1926,0,1,64.17,64.41
1928,0,1,64.41,64.54
1930,0,1,64.54,64.86
1932,0,1,64.86,65.11
1934,0,1,65.11,65.07
1936,0,1,65.07,65.41
1938,0,1,65.41,65.41
1940,0,1,65.41,65.53
1942,0,1,65.53,65.54
1944,0,1,65.54,65.71
1946,0,1,65.71,65.65
1948,0,1,65.65,66
1950,0,1,66,66.23
1952,0,1,66.23,66.42
1954,0,1,66.42,66.21
1956,0,1,66.21,66.05
1958,0,1,66.05,65.85
2000,0,1,65.85,65.41
2002,0,1,65.41,65.19
2004,0,1,65.19,64.61
2006,0,1,64.61,64.09
2008,0,1,64.09,63.59
2010,0,1,63.59,63.09
2012,0,1,63.09,62.84
2014,0,1,62.84,62.26
2016,0,1,62.26,62.09
2018,0,1,62.09,61.71
2020,0,1,61.71,60.99
2022,0,1,60.99,60.3
2024,0,1,60.3,59.88
2026,0,1,59.88,59.47
2028,0,1,59.47,58.75
2030,0,1,58.75,58.12
2032,0,1,58.12,57.71
2034,0,1,57.71,57.28
2036,0,1,57.28,56.84
2038,0,1,56.84,56.87
2040,0,1,56.87,56.82
2042,0,1,56.82,56.9
2044,0,1,56.9,57.12
2046,0,1,57.12,57.39
2048,0,1,57.39,57.71
2050,0,1,57.71,57.88
2052,0,1,57.88,58.3
2054,0,1,58.3,58.55
2056,0,1,58.55,58.73
2058,0,1,58.73,59.19
2100,0,1,59.19,59.54
2102,0,1,59.54,59.99
2104,0,1,59.99,60.43
2106,0,1,60.43,61.05
2108,0,1,61.05,61.48
2110,0,1,61.48,62.13
2112,0,1,62.13,62.73
2114,0,1,62.73,63.23
2116,0,1,63.23,63.73
2118,0,1,63.73,64.3
2120,0,1,64.3,64.48
2122,0,1,64.48,64.58
2124,0,1,64.58,64.81
2126,0,1,64.81,64.61
2128,0,1,64.61,64.81
2130,0,1,64.81,64.98
2132,0,1,64.98,65.01
2134,0,1,65.01,64.93
2136,0,1,64.93,65.05
2138,0,1,65.05,64.66
2140,0,1,64.66,64.44
2142,0,1,64.44,64.34
2144,0,1,64.34,64.19
2146,0,1,64.19,64.03
2148,0,1,64.03,64.18
2150,0,1,64.18,64.59
2152,0,1,64.59,64.37
2154,0,1,64.37,64.64
2156,0,1,64.64,64.77
2158,0,1,64.77,65.04
2200,0,1,65.04,65.15
2202,0,1,65.15,65.51
2204,0,1,65.51,65.89
2206,0,1,65.89,66
2208,0,1,66,66.13
2210,0,1,66.13,66.37
2212,0,1,66.37,66.47
2214,0,1,66.47,66.62
2216,0,1,66.62,66.79
2218,0,1,66.79,66.73
2220,0,1,66.73,67.01
2222,0,1,67.01,67.06
2224,0,1,67.06,67.44
2226,0,1,67.44,67.19
2228,0,1,67.19,67.59
2230,0,1,67.59,67.5
2232,0,1,67.5,67.79
2234,0,1,67.79,67.88
2236,0,1,67.88,67.98
2238,0,1,67.98,67.83
2240,0,1,67.83,68.16
2242,0,1,68.16,68.26
2244,0,1,68.26,68.25
2246,0,1,68.25,68.33
2248,0,1,68.33,68.43
2250,0,1,68.43,68.6
2252,0,1,68.6,68.52
2254,0,1,68.52,68.58
2256,0,1,68.58,68.36
2258,0,1,68.36,68.12
2300,0,1,68.12,67.73
2302,0,1,67.73,67.35
2304,0,1,67.35,67.12
2306,0,1,67.12,67.12
2308,0,1,67.12,67.06
2310,0,1,67.06,67.22
2312,0,1,67.22,67.16
2314,0,1,67.16,67.38
2316,0,1,67.38,67.16
2318,0,1,67.16,67.44
2320,0,1,67.44,67.63
2322,0,1,67.63,68.06
2324,0,1,68.06,68.14
2326,0,1,68.14,68.31
2328,0,1,68.31,68.48
2330,0,1,68.48,68.68
2332,0,1,68.68,68.8
2334,0,1,68.8,69.05
2336,0,1,69.05,69.16
2338,0,1,69.16,69.31
2340,0,1,69.31,69.57
2342,0,1,69.57,69.86
2344,0,1,69.86,69.98
2346,0,1,69.98,70.26
2348,0,1,70.26,70.58
2350,0,1,70.58,70.71
2352,0,1,70.71,70.96
2354,0,1,70.96,71.24
2356,0,1,71.24,71.5
2358,0,1,71.5,71.89
0,0,2,71.89,72.04
2,0,2,72.04,72.4
4,0,2,72.4,72.33
6,0,2,72.33,72.48
8,0,2,72.48,72.42
10,0,2,72.42,72.69
12,0,2,72.69,72.87
14,0,2,72.87,73.04
16,0,2,73.04,73.18
18,0,2,73.18,73.3
20,0,2,73.3,73.58
22,0,2,73.58,73.8
24,0,2,73.8,73.89
26,0,2,73.89,73.7
28,0,2,73.7,73.55
30,0,2,73.55,72.94
32,0,2,72.94,72.73
34,0,2,72.73,72.37
36,0,2,72.37,72.52
38,0,2,72.52,72.47
40,0,2,72.47,72.41
42,0,2,72.41,72.24
44,0,2,72.24,72.1
46,0,2,72.1,71.77
48,0,2,71.77,71.61
50,0,2,71.61,71.27
52,0,2,71.27,71.37
54,0,2,71.37,71.05
56,0,2,71.05,71.03
58,0,2,71.03,70.93
100,0,2,70.93,71.23
102,0,2,71.23,71.37
104,0,2,71.37,71.77
106,0,2,71.77,71.92
108,0,2,71.92,72.34
110,0,2,72.34,72.22
112,0,2,72.22,72.31
114,0,2,72.31,72.22
116,0,2,72.22,72.17
118,0,2,72.17,72.07
120,0,2,72.07,72.05
122,0,2,72.05,71.95
124,0,2,71.95,71.73
126,0,2,71.73,71.55
128,0,2,71.55,71.33
130,0,2,71.33,71.35
132,0,2,71.35,71.35
134,0,2,71.35,71.74
136,0,2,71.74,71.74
138,0,2,71.74,72.24
140,0,2,72.24,72.41
142,0,2,72.41,72.8
144,0,2,72.8,73.24
146,0,2,73.24,73.66
148,0,2,73.66,73.72
150,0,2,73.72,73.86
152,0,2,73.86,73.88
154,0,2,73.88,73.77
156,0,2,73.77,73.73
158,0,2,73.73,73.87
200,0,2,73.87,73.71
202,0,2,73.71,73.47
204,0,2,73.47,72.86
206,0,2,72.86,72.11
208,0,2,72.11,71.67
210,0,2,71.67,70.89
212,0,2,70.89,71
214,0,2,71,70.65
216,0,2,70.65,70.57
218,0,2,70.57,70.53
220,0,2,70.53,71.03
222,0,2,71.03,71.26
224,0,2,71.26,71.59
226,0,2,71.59,71.65
228,0,2,71.65,72.12
230,0,2,72.12,72.12
232,0,2,72.12,72.33
234,0,2,72.33,72.39
236,0,2,72.39,71.64
238,0,2,71.64,71.1
240,0,2,71.1,71.55
242,0,2,71.55,71.28
244,0,2,71.28,71.13
246,0,2,71.13,70.74
248,0,2,70.74,71.04
250,0,2,71.04,71.5
252,0,2,71.5,72.52
254,0,2,72.52,72.8
256,0,2,72.8,73.89
258,0,2,73.89,74.19
300,0,2,74.19,74.65
302,0,2,74.65,74.28
304,0,2,74.28,74.62
306,0,2,74.62,74.3
308,0,2,74.3,74.18
310,0,2,74.18,74.55
312,0,2,74.55,74.87
314,0,2,74.87,75.2
316,0,2,75.2,75.68
318,0,2,75.68,75.26
320,0,2,75.26,75.55
322,0,2,75.55,74.11
324,0,2,74.11,74.15
326,0,2,74.15,74.01
328,0,2,74.01,74.23
330,0,2,74.23,73.78
332,0,2,73.78,74.52
334,0,2,74.52,74.03
336,0,2,74.03,74.37
338,0,2,74.37,72.92
340,0,2,72.92,72.88
342,0,2,72.88,72.39
344,0,2,72.39,72.73
346,0,2,72.73,72.86
348,0,2,72.86,73.5
350,0,2,73.5,73.48
352,0,2,73.48,73.27
354,0,2,73.27,72.78
356,0,2,72.78,72.87
358,0,2,72.87,72.41
400,0,2,72.41,72.83
402,0,2,72.83,72.17
404,0,2,72.17,73.53
406,0,2,73.53,73.84
408,0,2,73.84,74.84
410,0,2,74.84,75.11
412,0,2,75.11,74.07
414,0,2,74.07,74.5
416,0,2,74.5,74.25
418,0,2,74.25,74.42
420,0,2,74.42,74.74
422,0,2,74.74,74.95
424,0,2,74.95,75.37
426,0,2,75.37,74.9
428,0,2,74.9,75.62
430,0,2,75.62,75.61
432,0,2,75.61,75.85
434,0,2,75.85,76.11
436,0,2,76.11,76.34
438,0,2,76.34,76.03
440,0,2,76.03,76.42
442,0,2,76.42,76.32
444,0,2,76.32,74.99
446,0,2,74.99,74.53
448,0,2,74.53,73.75
450,0,2,73.75,73.11
452,0,2,73.11,72.94
454,0,2,72.94,73.04
456,0,2,73.04,73.36
458,0,2,73.36,73.83
500,0,2,73.83,74.49
502,0,2,74.49,74.81
504,0,2,74.81,76.61
506,0,2,76.61,76.95
508,0,2,76.95,77.4
510,0,2,77.4,77.79
512,0,2,77.79,77.81
514,0,2,77.81,77.78
516,0,2,77.78,77.53
518,0,2,77.53,77.96
520,0,2,77.96,77.45
522,0,2,77.45,77.41
524,0,2,77.41,77.36
526,0,2,77.36,74.29
528,0,2,74.29,72.94
530,0,2,72.94,71.93
532,0,2,71.93,70.88
534,0,2,70.88,70.02
536,0,2,70.02,69.56
538,0,2,69.56,68.65
540,0,2,68.65,68.23
542,0,2,68.23,67.42
544,0,2,67.42,66.95
546,0,2,66.95,66.43
548,0,2,66.43,65.72
550,0,2,65.72,64.97
552,0,2,64.97,64.12
554,0,2,64.12,63.22
556,0,2,63.22,62.65
558,0,2,62.65,61.79
600,0,2,61.79,61.26
602,0,2,61.26,60.81
604,0,2,60.81,60.56
606,0,2,60.56,60.14
608,0,2,60.14,60.28
610,0,2,60.28,59.62
612,0,2,59.62,59.37
614,0,2,59.37,58.9
616,0,2,58.9,58.34
618,0,2,58.34,57.64
620,0,2,57.64,56.82
622,0,2,56.82,55.72
624,0,2,55.72,54.47
626,0,2,54.47,53.35
628,0,2,53.35,52.16
630,0,2,52.16,50.99
632,0,2,50.99,50.16
634,0,2,50.16,49.27
636,0,2,49.27,48.7
638,0,2,48.7,47.97
640,0,2,47.97,47.44
642,0,2,47.44,46.96
644,0,2,46.96,46.71
646,0,2,46.71,46.58
648,0,2,46.58,46.31
650,0,2,46.31,46.61
652,0,2,46.61,46.45
654,0,2,46.45,46.34
656,0,2,46.34,46.36
658,0,2,46.36,46.39
700,0,2,46.39,46.14
702,0,2,46.14,45.83
704,0,2,45.83,45.39
706,0,2,45.39,44.84
708,0,2,44.84,44.16
710,0,2,44.16,43.64
712,0,2,43.64,43.09
714,0,2,43.09,42.55
716,0,2,42.55,41.79
718,0,2,41.79,41.33
720,0,2,41.33,40.47
722,0,2,40.47,39.43
724,0,2,39.43,38.02
726,0,2,38.02,36.84
728,0,2,36.84,35.24
730,0,2,35.24,34.08
732,0,2,34.08,32.14
734,0,2,32.14,30.54
736,0,2,30.54,29.06
738,0,2,29.06,27.69
740,0,2,27.69,26.43
742,0,2,26.43,25.33
744,0,2,25.33,24.09
746,0,2,24.09,23.28
748,0,2,23.28,22.49
750,0,2,22.49,22.21
752,0,2,22.21,21.52
754,0,2,21.52,20.99
756,0,2,20.99,20.2
758,0,2,20.2,19.98
800,0,2,19.98,19.71
802,0,2,19.71,19.6
804,0,2,19.6,19.26
806,0,2,19.26,19
808,0,2,19,18.68
810,0,2,18.68,18.44
812,0,2,18.44,18.39
814,0,2,18.39,18.15
816,0,2,18.15,17.79
818,0,2,17.79,17.18
820,0,2,17.18,16.57
822,0,2,16.57,15.91
824,0,2,15.91,15.2
826,0,2,15.2,14.49
828,0,2,14.49,13.77
830,0,2,13.77,13.17
832,0,2,13.17,12.69
834,0,2,12.69,12.65
836,0,2,12.65,12.61
838,0,2,12.61,12.79
840,0,2,12.79,13.01
842,0,2,13.01,13.16
844,0,2,13.16,13.68
846,0,2,13.68,13.87
848,0,2,13.87,14.23
850,0,2,14.23,14.51
852,0,2,14.51,14.84
854,0,2,14.84,15.26
856,0,2,15.26,16.01
858,0,2,16.01,16.87
900,0,2,16.87,17.55
902,0,2,17.55,18.15
904,0,2,18.15,18.71
906,0,2,18.71,19.5
908,0,2,19.5,20.07
910,0,2,20.07,20.75
912,0,2,20.75,21.19
914,0,2,21.19,21.87
916,0,2,21.87,22.38
918,0,2,22.38,23.07
920,0,2,23.07,23.6
922,0,2,23.6,23.88
924,0,2,23.88,24.37
926,0,2,24.37,25.11
928,0,2,25.11,25.21
930,0,2,25.21,25.52
932,0,2,25.52,25.49
934,0,2,25.49,25.56
936,0,2,25.56,25.94
938,0,2,25.94,26.06
940,0,2,26.06,26.21
942,0,2,26.21,26.38
944,0,2,26.38,26.13
946,0,2,26.13,25.94
948,0,2,25.94,25.32
950,0,2,25.32,24.83
952,0,2,24.83,24.1
954,0,2,24.1,23.62
956,0,2,23.62,23.03
958,0,2,23.03,22.59
1000,0,2,22.59,21.98
1002,0,2,21.98,21.83
1004,0,2,21.83,21.29
1006,0,2,21.29,21.02
1008,0,2,21.02,20.84
1010,0,2,20.84,20.89
1012,0,2,20.89,20.9
1014,0,2,20.9,21.1
1016,0,2,21.1,21.3
1018,0,2,21.3,21.86
1020,0,2,21.86,22.39
1022,0,2,22.39,23.03
1024,0,2,23.03,23.6
1026,0,2,23.6,23.94
1028,0,2,23.94,24.09
1030,0,2,24.09,24.19
1032,0,2,24.19,24.18
1034,0,2,24.18,24.37
1036,0,2,24.37,24.52
1038,0,2,24.52,24.68
1040,0,2,24.68,24.98
1042,0,2,24.98,24.83
1044,0,2,24.83,24.58
1046,0,2,24.58,24.73
1048,0,2,24.73,24.48
1050,0,2,24.48,23.83
1052,0,2,23.83,23.12
1054,0,2,23.12,22.57
1056,0,2,22.57,22.28
1058,0,2,22.28,22.36
1100,0,2,22.36,22.34
1102,0,2,22.34,22.22
1104,0,2,22.22,22.34
1106,0,2,22.34,22.68
1108,0,2,22.68,23.24
1110,0,2,23.24,23.82
1112,0,2,23.82,24.2
1114,0,2,24.2,24.81
1116,0,2,24.81,25.13
1118,0,2,25.13,25.14
1120,0,2,25.14,25.13
1122,0,2,25.13,25.21
1124,0,2,25.21,25.02
1126,0,2,25.02,24.65
1128,0,2,24.65,24.24
1130,0,2,24.24,23.78
1132,0,2,23.78,23.44
1134,0,2,23.44,23.02
1136,0,2,23.02,22.93
1138,0,2,22.93,22.37
1140,0,2,22.37,22
1142,0,2,22,21.92
1144,0,2,21.92,21.92
1146,0,2,21.92,21.9
1148,0,2,21.9,22.01
1150,0,2,22.01,22.34
1152,0,2,22.34,22.64
1154,0,2,22.64,22.89
1156,0,2,22.89,23.12
1158,0,2,23.12,23.32
1200,0,2,23.32,23.63
1202,0,2,23.63,24.11
1204,0,2,24.11,24.82
1206,0,2,24.82,25.48
1208,0,2,25.48,26.33
1210,0,2,26.33,27.39
1212,0,2,27.39,28.34
1214,0,2,28.34,29.75
1216,0,2,29.75,31.01
1218,0,2,31.01,33.17
1220,0,2,33.17,35.69
1222,0,2,35.69,37.61
1224,0,2,37.61,39.52
1226,0,2,39.52,41.2
1228,0,2,41.2,43.04
1230,0,2,43.04,44.95
1232,0,2,44.95,46.7
1234,0,2,46.7,48.18
1236,0,2,48.18,49.14
1238,0,2,49.14,49.94
1240,0,2,49.94,50.38
1242,0,2,50.38,50.69
1244,0,2,50.69,50.89
1246,0,2,50.89,50.84
1248,0,2,50.84,50.87
1250,0,2,50.87,50.71
1252,0,2,50.71,50.53
1254,0,2,50.53,49.89
1256,0,2,49.89,49.49
1258,0,2,49.49,48.8
1300,0,2,48.8,48.22
1302,0,2,48.22,47.64
1304,0,2,47.64,47.29
1306,0,2,47.29,46.82
1308,0,2,46.82,46.71
1310,0,2,46.71,46.41
1312,0,2,46.41,46.28
1314,0,2,46.28,46.18
1316,0,2,46.18,46.23
1318,0,2,46.23,46.21
1320,0,2,46.21,46.15
1322,0,2,46.15,45.84
1324,0,2,45.84,45.58
1326,0,2,45.58,44.97
1328,0,2,44.97,44.1
1330,0,2,44.1,42.74
1332,0,2,42.74,41.3
1334,0,2,41.3,39.69
1336,0,2,39.69,37.73
1338,0,2,37.73,36.01
1340,0,2,36.01,34.53
1342,0,2,34.53,32.97
1344,0,2,32.97,31.84
1346,0,2,31.84,30.63
1348,0,2,30.63,29.59
1350,0,2,29.59,28.97
1352,0,2,28.97,28.42
1354,0,2,28.42,27.78
1356,0,2,27.78,27.48
1358,0,2,27.48,27.34
1400,0,2,27.34,27.53
1402,0,2,27.53,27.65
1404,0,2,27.65,28.01
1406,0,2,28.01,28.45
1408,0,2,28.45,29.2
1410,0,2,29.2,30.22
1412,0,2,30.22,31.15
1414,0,2,31.15,32.33
1416,0,2,32.33,33.5
1418,0,2,33.5,35.03
1420,0,2,35.03,36.57
1422,0,2,36.57,37.99
1424,0,2,37.99,39.37
1426,0,2,39.37,40.7
1428,0,2,40.7,42.17
1430,0,2,42.17,42.97
1432,0,2,42.97,43.46
1434,0,2,43.46,43.44
1436,0,2,43.44,43.04
1438,0,2,43.04,42.62
1440,0,2,42.62,42.27
1442,0,2,42.27,41.84
1444,0,2,41.84,41.68
1446,0,2,41.68,41.27
1448,0,2,41.27,41.21
1450,0,2,41.21,41.41
1452,0,2,41.41,42.12
1454,0,2,42.12,43.03
1456,0,2,43.03,43.9
1458,0,2,43.9,44.76
1500,0,2,44.76,46.16
1502,0,2,46.16,48.09
1504,0,2,48.09,49.97
1506,0,2,49.97,51.54
1508,0,2,51.54,53.37
1510,0,2,53.37,54.8
1512,0,2,54.8,56.11
1514,0,2,56.11,57.23
1516,0,2,57.23,58.17
1518,0,2,58.17,58.9
1520,0,2,58.9,59.38
1522,0,2,59.38,59.65
1524,0,2,59.65,59.75
1526,0,2,59.75,59.71
1528,0,2,59.71,59.91
1530,0,2,59.91,59.88
1532,0,2,59.88,59.98
1534,0,2,59.98,60.14
1536,0,2,60.14,60.34
1538,0,2,60.34,60.49
1540,0,2,60.49,60.81
1542,0,2,60.81,60.93
1544,0,2,60.93,61.17
1546,0,2,61.17,61.12
1548,0,2,61.12,60.81
1550,0,2,60.81,60.31
1552,0,2,60.31,60.09
1554,0,2,60.09,59.79
1556,0,2,59.79,59.63
1558,0,2,59.63,59.62
1600,0,2,59.62,59.28
1602,0,2,59.28,58.83
1604,0,2,58.83,58.82
1606,0,2,58.82,58.73
1608,0,2,58.73,58.64
1610,0,2,58.64,58.72
1612,0,2,58.72,58.74
1614,0,2,58.74,58.75
1616,0,2,58.75,58.86
1618,0,2,58.86,59.15
1620,0,2,59.15,59.13
1622,0,2,59.13,58.99
1624,0,2,58.99,58.63
1626,0,2,58.63,58.49
1628,0,2,58.49,58.3
1630,0,2,58.3,58.1
1632,0,2,58.1,57.59
1634,0,2,57.59,57.3
1636,0,2,57.3,56.96
1638,0,2,56.96,56.66
1640,0,2,56.66,56.19
1642,0,2,56.19,55.54
1644,0,2,55.54,54.74
1646,0,2,54.74,53.82
1648,0,2,53.82,52.89
1650,0,2,52.89,52.02
1652,0,2,52.02,51.33
1654,0,2,51.33,50.62
1656,0,2,50.62,49.9
1658,0,2,49.9,49.28
1700,0,2,49.28,48.71
1702,0,2,48.71,48.16
1704,0,2,48.16,47.89
1706,0,2,47.89,47.63
1708,0,2,47.63,47.75
1710,0,2,47.75,47.52
1712,0,2,47.52,47.49
1714,0,2,47.49,47.43
1716,0,2,47.43,47.05
1718,0,2,47.05,46.4
1720,0,2,46.4,46.15
1722,0,2,46.15,45.98
1724,0,2,45.98,45.94
1726,0,2,45.94,45.92
1728,0,2,45.92,45.63
1730,0,2,45.63,44.85
1732,0,2,44.85,44.05
1734,0,2,44.05,42.98
1736,0,2,42.98,42.04
1738,0,2,42.04,41.36
1740,0,2,41.36,41.03
1742,0,2,41.03,40.74
1744,0,2,40.74,40.42
1746,0,2,40.42,39.61
1748,0,2,39.61,38.65
1750,0,2,38.65,37.25
1752,0,2,37.25,35.74
1754,0,2,35.74,34.12
1756,0,2,34.12,32.39
1758,0,2,32.39,31.27
1800,0,2,31.27,30.54
1802,0,2,30.54,30.46
1804,0,2,30.46,30.47
1806,0,2,30.47,31.02
1808,0,2,31.02,31.15
1810,0,2,31.15,31.78
1812,0,2,31.78,32.33
1814,0,2,32.33,32.83
1816,0,2,32.83,33.34
1818,0,2,33.34,34.03
1820,0,2,34.03,34.63
1822,0,2,34.63,35.58
1824,0,2,35.58,36.74
1826,0,2,36.74,38.03
1828,0,2,38.03,40.17
1830,0,2,40.17,42.28
1832,0,2,42.28,44.43
1834,0,2,44.43,46.31
1836,0,2,46.31,48.48
1838,0,2,48.48,50.4
1840,0,2,50.4,51.98
1842,0,2,51.98,53.6
1844,0,2,53.6,55.08
1846,0,2,55.08,56.58
1848,0,2,56.58,57.51
1850,0,2,57.51,58.67
1852,0,2,58.67,59.57
1854,0,2,59.57,60.4
1856,0,2,60.4,61.28
1858,0,2,61.28,62.03
1900,0,2,62.03,62.36
1902,0,2,62.36,62.78
1904,0,2,62.78,63.11
1906,0,2,63.11,63.3
1908,0,2,63.3,63.69
1910,0,2,63.69,63.91
1912,0,2,63.91,63.71
1914,0,2,63.71,64.06
1916,0,2,64.06,63.94
1918,0,2,63.94,64.14
1920,0,2,64.14,64.07
1922,0,2,64.07,64.33
1924,0,2,64.33,64.4
1926,0,2,64.4,64.46
1928,0,2,64.46,64.35
1930,0,2,64.35,64.37
1932,0,2,64.37,64.39
1934,0,2,64.39,63.94
1936,0,2,63.94,64.03
1938,0,2,64.03,63.84
1940,0,2,63.84,63.81
1942,0,2,63.81,63.65
1944,0,2,63.65,63.44
1946,0,2,63.44,63.25
1948,0,2,63.25,63.11
956,0,3,63.11,16.16
958,0,3,16.16,16.36
1000,0,3,16.36,16.75
1002,0,3,16.75,17.38
1004,0,3,17.38,18.22
1006,0,3,18.22,19.01
1008,0,3,19.01,20.03
1010,0,3,20.03,20.88
1012,0,3,20.88,21.83
1014,0,3,21.83,22.57
1016,0,3,22.57,23.4
1018,0,3,23.4,24.24
1020,0,3,24.24,25.08
1022,0,3,25.08,25.84
1024,0,3,25.84,26.13
1026,0,3,26.13,26.26
1028,0,3,26.26,25.98
1030,0,3,25.98,25.51
1032,0,3,25.51,25
1034,0,3,25,24.32
1036,0,3,24.32,24.15
1038,0,3,24.15,23.61
1040,0,3,23.61,23.02
1042,0,3,23.02,22.26
1044,0,3,22.26,21.75
1046,0,3,21.75,21.13
1048,0,3,21.13,21.03
1050,0,3,21.03,20.55
1052,0,3,20.55,20.57
1054,0,3,20.57,20.35
1056,0,3,20.35,20.28
1058,0,3,20.28,20.01
1100,0,3,20.01,20.05
1102,0,3,20.05,20
1104,0,3,20,20.3
1106,0,3,20.3,20.96
1108,0,3,20.96,21.55
1110,0,3,21.55,22.29
1112,0,3,22.29,22.39
1114,0,3,22.39,22.49
1116,0,3,22.49,22.25
1118,0,3,22.25,22.02
1120,0,3,22.02,21.52
1122,0,3,21.52,21.23
1124,0,3,21.23,21.25
1126,0,3,21.25,20.96
1128,0,3,20.96,21.13
